Rua,Origin,Destination,date,hour,dayofweek,lengthInMeters,distance_km,travelTimeInSeconds,duration_minutes,duration_hours,average_speed,departureTime,arrivalTime,trafficDelayInSeconds,trafficLengthInMeters
Avenida Almirante Reis,Av. Alm. Reis 2,Av. Alm. Reis 248,2022-06-26,17:09,Sunday,2226,2.226,386,6.433333333333334,0.10722222222222222,20.760621761658033,2022-06-26T18:09:19+01:00,2022-06-26T18:15:44+01:00,0,0
Avenida Almirante Reis,Av. Alm. Reis 247,Av. Alm. Reis 1,2022-06-26,17:09,Sunday,2372,2.372,422,7.033333333333333,0.11722222222222223,20.23507109004739,2022-06-26T18:09:19+01:00,2022-06-26T18:16:20+01:00,0,0
Avenida da Liberdade,"Monumento aos Restauradores, Praça dos Restauradores 58, 1150-265 Lisboa","Marquis of Pombal Square, Lisboa",2022-06-26,17:09,Sunday,4382,4.382,698,11.633333333333333,0.1938888888888889,22.600573065902577,2022-06-26T18:09:19+01:00,2022-06-26T18:20:57+01:00,0,0
Avenida da Liberdade,"Marquis of Pombal Square, Lisboa","Monumento aos Restauradores, Praça dos Restauradores 58, 1150-265 Lisboa",2022-06-26,17:09,Sunday,2939,2.939,545,9.083333333333334,0.15138888888888888,19.41357798165138,2022-06-26T18:09:19+01:00,2022-06-26T18:18:24+01:00,0,0
