Rua,Origin,Destination,date,hour,dayofweek,lengthInMeters,distance_km,travelTimeInSeconds,duration_minutes,duration_hours,average_speed,departureTime,arrivalTime,trafficDelayInSeconds,trafficLengthInMeters
Avenida Almirante Reis,Av. Alm. Reis 2,Av. Alm. Reis 248,2022-08-06,18:21,Saturday,2226,2.226,405,6.75,0.1125,19.786666666666665,2022-08-06T19:21:01+01:00,2022-08-06T19:27:46+01:00,0,0
Avenida Almirante Reis,Av. Alm. Reis 247,Av. Alm. Reis 1,2022-08-06,18:21,Saturday,2372,2.372,446,7.433333333333334,0.1238888888888889,19.14618834080717,2022-08-06T19:21:01+01:00,2022-08-06T19:28:26+01:00,0,0
Avenida da Liberdade,"Monumento aos Restauradores, Praça dos Restauradores 58, 1150-265 Lisboa","Marquis of Pombal Square, Lisboa",2022-08-06,18:21,Saturday,4455,4.455,650,10.833333333333334,0.18055555555555555,24.673846153846156,2022-08-06T19:21:01+01:00,2022-08-06T19:31:50+01:00,0,0
Avenida da Liberdade,"Marquis of Pombal Square, Lisboa","Monumento aos Restauradores, Praça dos Restauradores 58, 1150-265 Lisboa",2022-08-06,18:21,Saturday,2938,2.938,588,9.8,0.16333333333333333,17.98775510204082,2022-08-06T19:21:01+01:00,2022-08-06T19:30:48+01:00,0,0
