Rua,Origin,Destination,date,hour,dayofweek,lengthInMeters,distance_km,travelTimeInSeconds,duration_minutes,duration_hours,average_speed,departureTime,arrivalTime,trafficDelayInSeconds,trafficLengthInMeters
Avenida Almirante Reis,Av. Alm. Reis 2,Av. Alm. Reis 248,2022-11-12,17:10,Saturday,2226,2.226,453,7.55,0.12583333333333332,17.690066225165562,2022-11-12T17:10:32Z,2022-11-12T17:18:05Z,0,0
Avenida Almirante Reis,Av. Alm. Reis 247,Av. Alm. Reis 1,2022-11-12,17:10,Saturday,2372,2.372,518,8.633333333333333,0.1438888888888889,16.484942084942084,2022-11-12T17:10:32Z,2022-11-12T17:19:10Z,0,0
Avenida da Liberdade,"Monumento aos Restauradores, Praça dos Restauradores 58, 1150-265 Lisboa","Marquis of Pombal Square, Lisboa",2022-11-12,17:10,Saturday,4382,4.382,802,13.366666666666667,0.22277777777777777,19.669825436408978,2022-11-12T17:10:32Z,2022-11-12T17:23:53Z,28,76
Avenida da Liberdade,"Marquis of Pombal Square, Lisboa","Monumento aos Restauradores, Praça dos Restauradores 58, 1150-265 Lisboa",2022-11-12,17:10,Saturday,2938,2.938,665,11.083333333333334,0.18472222222222223,15.904962406015038,2022-11-12T17:10:32Z,2022-11-12T17:21:36Z,0,0
